DocEntry,LineNum,DocDate,DocTime,BaseRef,TransType,MovementType,ItemCode,BatchNum,WhsCode,Quantity,UoM,Remark,U_PTCode,U_Emisor,U_Receptor,CreateTS
100130,0,2025-07-22,095934,250712,Return,R,453.900.852,L250729-01,MP-02,31.959,kg,PLANTA CRE | Devolución parcial,501.154.054,Operario C,Tanque 5,2025-07-22T09:59:34
100131,0,2025-07-22,101207,250725,Issue,I,451.144.047,L250722-03,MP-03,494.01,kg,PLANTA CRE | Proceso OK,513.157.032,Operario A,Tanque 5,2025-07-22T10:12:07
100132,0,2025-07-22,113421,250730,Return,R,451.977.539,L250721-02,MP-03,114.32,kg,PLANTA CRE | Devolución parcial,512.048.005,Operario B,Línea 1,2025-07-22T11:34:21
100133,0,2025-07-22,172151,250713,Issue,I,452.804.485,L250722-03,MP-01,576.586,kg,PLANTA MAK | Proceso OK,505.139.010,Operario A,Tanque 5,2025-07-22T17:21:51
100134,0,2025-07-23,065012,250730,Issue,I,455.520.806,L250723-02,MP-01,220.58,kg,PLANTA CRE | Proceso OK,512.048.005,Operario C,Línea 2,2025-07-23T06:50:12
100135,0,2025-07-23,120734,250720,Issue,I,454.278.314,L250723-01,MP-02,356.894,L,PLANTA CRE | Proceso OK,512.178.032,Operario C,Línea 2,2025-07-23T12:07:34
100136,0,2025-07-23,142807,250712,Issue,I,453.246.060,L250723-02,AD-01,208.001,kg,PLANTA CRE | Proceso OK,501.154.054,Operario C,Tanque 5,2025-07-23T14:28:07
100137,0,2025-07-23,155732,250734,Return,R,452.511.528,L250711-02,AD-01,45.046,kg,PLANTA CRE | Devolución parcial,512.158.071,Supervisor,Línea 2,2025-07-23T15:57:32
100138,0,2025-07-24,064149,250733,Issue,I,455.656.602,L250724-02,MP-01,271.605,L,PLANTA CRE | Proceso OK,501.116.074,Operario A,Línea 1,2025-07-24T06:41:49
100139,0,2025-07-24,084359,250726,Issue,I,453.623.152,L250724-02,MP-03,537.694,kg,PLANTA CRE | Proceso OK,512.110.009,Operario C,Tanque 3,2025-07-24T08:43:59
100140,0,2025-07-24,094340,250714,Issue,I,455.253.593,L250724-02,MP-03,364.921,kg,PLANTA CRE | Proceso OK,505.015.089,Operario B,Tanque 3,2025-07-24T09:43:40
100139,1,2025-07-24,122921,250726,Issue,I,455.730.333,L250724-01,MP-01,447.564,kg,PLANTA CRE | Proceso OK,512.110.009,Operario B,Tanque 5,2025-07-24T12:29:21
100138,1,2025-07-24,143506,250733,Issue,I,452.444.515,L250724-02,AD-01,87.0,ud,PLANTA CRE | Proceso OK,501.116.074,Operario B,Tanque 3,2025-07-24T14:35:06
100141,0,2025-07-25,081348,250710,Issue,I,455.090.605,L250725-03,AD-01,459.835,L,PLANTA CRE | Proceso OK,501.007.038,Operario C,Tanque 3,2025-07-25T08:13:48
100142,0,2025-07-25,083642,250726,Issue,I,455.649.600,L250725-02,MP-03,1688.543,kg,PLANTA CRE | Proceso OK,512.110.009,Operario A,Línea 2,2025-07-25T08:36:42
100143,0,2025-07-25,102731,250717,Issue,I,452.155.237,L250725-02,MP-02,579.428,kg,PLANTA CRE | Proceso OK,505.070.054,Supervisor,Línea 2,2025-07-25T10:27:31
100144,0,2025-07-25,104619,250722,Issue,I,454.196.944,L250725-02,MP-03,515.883,kg,PLANTA CRE | Proceso OK,512.121.032,Operario C,Línea 1,2025-07-25T10:46:19
100142,1,2025-07-25,122152,250726,Issue,I,451.921.083,L250725-01,AD-01,1265.336,kg,PLANTA CRE | Proceso OK,512.110.009,Supervisor,Línea 2,2025-07-25T12:21:52
100145,0,2025-07-25,122350,250734,Issue,I,452.511.528,L250725-03,MP-01,435.853,kg,PLANTA CRE | Proceso OK,512.158.071,Operario B,Línea 1,2025-07-25T12:23:50
100146,0,2025-07-25,155122,250724,Issue,I,452.394.874,L250725-01,AD-01,799.769,kg,PLANTA CRE | Proceso OK,512.177.038,Operario C,Línea 2,2025-07-25T15:51:22
100147,0,2025-07-25,183808,250728,Issue,I,455.895.154,L250725-03,AD-01,311.154,kg,PLANTA CRE | Proceso OK,501.162.148,Operario B,Línea 2,2025-07-25T18:38:08
100148,0,2025-07-25,185111,250715,Issue,I,452.760.453,L250725-02,MP-02,489.435,kg,PLANTA CRE | Proceso OK,501.086.010,Operario B,Línea 2,2025-07-25T18:51:11
100149,0,2025-07-26,094131,250711,Issue,I,451.047.678,L250726-02,MP-01,1085.294,kg,PLANTA MAK | Proceso OK,513.161.127,Operario B,Tanque 3,2025-07-26T09:41:31
100150,0,2025-07-26,105852,250724,Return,R,454.110.243,L250719-01,MP-03,64.121,kg,PLANTA CRE | Devolución parcial,512.177.038,Operario C,Línea 2,2025-07-26T10:58:52
100151,0,2025-07-26,113719,250723,Issue,I,453.926.030,L250726-02,MP-02,636.913,kg,PLANTA MAK | Proceso OK,505.024.071,Operario A,Tanque 5,2025-07-26T11:37:19
100151,1,2025-07-26,135837,250723,Issue,I,453.926.030,L250726-01,MP-01,580.782,kg,PLANTA MAK | Proceso OK,505.024.071,Supervisor,Línea 2,2025-07-26T13:58:37
100152,0,2025-07-26,144121,250719,Issue,I,451.714.792,L250726-03,AD-01,784.966,kg,PLANTA CRE | Proceso OK,512.102.024,Operario C,Línea 1,2025-07-26T14:41:21
100153,0,2025-07-26,155449,250716,Issue,I,451.738.922,L250726-01,MP-01,465.064,kg,PLANTA CRE | Proceso OK,505.094.071,Operario B,Tanque 5,2025-07-26T15:54:49
100154,0,2025-07-26,155605,250732,Issue,I,454.531.397,L250726-02,MP-03,570.513,kg,PLANTA CRE | Proceso OK,513.167.038,Supervisor,Línea 2,2025-07-26T15:56:05
100155,0,2025-07-27,075606,250714,Issue,I,455.253.593,L250727-03,MP-01,594.576,kg,PLANTA CRE | Proceso OK,505.015.089,Operario B,Tanque 3,2025-07-27T07:56:06
100156,0,2025-07-27,092737,250727,Issue,I,454.280.221,L250727-02,MP-01,717.639,kg,PLANTA CRE | Proceso OK,501.173.005,Supervisor,Línea 1,2025-07-27T09:27:37
100157,0,2025-07-27,115945,250733,Issue,I,452.900.849,L250727-01,MP-03,1252.488,kg,PLANTA CRE | Proceso OK,501.116.074,Operario B,Línea 2,2025-07-27T11:59:45
100158,0,2025-07-27,122343,250728,Return,R,454.291.259,L250717-03,MP-02,113.823,kg,PLANTA CRE | Devolución parcial,501.162.148,Supervisor,Línea 1,2025-07-27T12:23:43
100159,0,2025-07-27,143022,250722,Issue,I,454.196.944,L250727-03,AD-01,182.402,kg,PLANTA CRE | Proceso OK,512.121.032,Operario B,Tanque 5,2025-07-27T14:30:22
100160,0,2025-07-27,170522,250735,Issue,I,455.502.726,L250727-01,MP-03,1019.194,kg,PLANTA CRE | Proceso OK,505.084.127,Operario A,Tanque 3,2025-07-27T17:05:22
100161,0,2025-07-27,175559,250736,Issue,I,454.669.958,L250727-01,AD-01,288.459,kg,PLANTA MAK | Proceso OK,505.002.105,Supervisor,Línea 2,2025-07-27T17:55:59
100162,0,2025-07-28,071827,250711,Issue,I,451.876.239,L250728-03,MP-01,390.837,L,PLANTA MAK | Proceso OK,513.161.127,Operario C,Tanque 3,2025-07-28T07:18:27
100163,0,2025-07-28,084629,250736,Issue,I,452.775.988,L250728-02,MP-02,440.658,kg,PLANTA MAK | Proceso OK,505.002.105,Operario A,Tanque 3,2025-07-28T08:46:29
100164,0,2025-07-28,132219,250715,Return,R,455.723.438,L250706-02,AD-01,17.329,kg,PLANTA CRE | Devolución parcial,501.086.010,Operario B,Línea 2,2025-07-28T13:22:19
100165,0,2025-07-28,162753,250714,Issue,I,455.253.593,L250728-02,MP-03,425.878,kg,PLANTA CRE | Proceso OK,505.015.089,Operario A,Línea 1,2025-07-28T16:27:53
100166,0,2025-07-28,181340,250720,Issue,I,455.339.361,L250728-02,MP-03,813.842,kg,PLANTA CRE | Proceso OK,512.178.032,Operario A,Línea 1,2025-07-28T18:13:40
100167,0,2025-07-29,064841,250730,Issue,I,455.520.806,L250729-02,AD-01,540.404,kg,PLANTA CRE | Proceso OK,512.048.005,Supervisor,Tanque 3,2025-07-29T06:48:41
100168,0,2025-07-29,080219,250715,Issue,I,452.760.453,L250729-01,MP-03,364.726,kg,PLANTA CRE | Proceso OK,501.086.010,Operario B,Tanque 5,2025-07-29T08:02:19
100167,1,2025-07-29,134431,250730,Issue,I,455.568.021,L250729-02,AD-01,561.124,kg,PLANTA CRE | Proceso OK,512.048.005,Operario C,Línea 2,2025-07-29T13:44:31
100169,0,2025-07-29,140903,250727,Issue,I,455.499.540,L250729-03,MP-02,1473.252,kg,PLANTA CRE | Proceso OK,501.173.005,Operario C,Tanque 5,2025-07-29T14:09:03
100170,0,2025-07-29,155141,250714,Issue,I,452.414.123,L250729-02,MP-02,277.135,kg,PLANTA CRE | Proceso OK,505.015.089,Supervisor,Tanque 3,2025-07-29T15:51:41
100171,0,2025-07-29,183449,250712,Issue,I,453.900.852,L250729-01,MP-01,189.305,kg,PLANTA CRE | Proceso OK,501.154.054,Supervisor,Línea 1,2025-07-29T18:34:49
100172,0,2025-07-29,184433,250716,Issue,I,453.520.317,L250729-01,AD-01,235.271,kg,PLANTA CRE | Proceso OK,505.094.071,Operario B,Línea 2,2025-07-29T18:44:33
100173,0,2025-07-30,073050,250722,Issue,I,452.885.072,L250730-03,MP-02,380.264,kg,PLANTA CRE | Proceso OK,512.121.032,Supervisor,Línea 2,2025-07-30T07:30:50
100174,0,2025-07-30,085529,250717,Issue,I,454.711.157,L250730-03,MP-01,406.449,kg,PLANTA CRE | Proceso OK,505.070.054,Operario A,Tanque 5,2025-07-30T08:55:29
100175,0,2025-07-30,095202,250711,Issue,I,451.047.678,L250730-03,MP-02,438.312,kg,PLANTA MAK | Proceso OK,513.161.127,Operario C,Línea 1,2025-07-30T09:52:02
100176,0,2025-07-30,141759,250735,Issue,I,455.502.726,L250730-02,AD-01,431.674,kg,PLANTA CRE | Proceso OK,505.084.127,Operario B,Línea 2,2025-07-30T14:17:59
100177,0,2025-07-30,163851,250721,Issue,I,454.083.613,L250730-03,AD-01,514.669,kg,PLANTA CRE | Proceso OK,513.113.009,Operario A,Línea 1,2025-07-30T16:38:51
100178,0,2025-07-31,070948,250724,Issue,I,454.586.368,L250731-03,MP-03,418.287,L,PLANTA CRE | Proceso OK,512.177.038,Operario A,Tanque 5,2025-07-31T07:09:48
100179,0,2025-07-31,094035,250733,Return,R,452.900.849,L250727-01,MP-03,357.242,kg,PLANTA CRE | Devolución parcial,501.116.074,Operario A,Tanque 3,2025-07-31T09:40:35
100180,0,2025-07-31,105410,250732,Issue,I,451.754.191,L250731-02,MP-03,350.72,L,PLANTA CRE | Proceso OK,513.167.038,Operario A,Tanque 3,2025-07-31T10:54:10
100181,0,2025-07-31,110636,250726,Issue,I,451.130.282,L250731-03,MP-01,188.786,kg,PLANTA CRE | Proceso OK,512.110.009,Operario C,Tanque 3,2025-07-31T11:06:36
100182,0,2025-07-31,133028,250720,Issue,I,453.436.764,L250731-02,MP-01,739.713,kg,PLANTA CRE | Proceso OK,512.178.032,Operario A,Tanque 3,2025-07-31T13:30:28
100183,0,2025-07-31,134918,250728,Issue,I,455.895.154,L250731-02,MP-02,624.403,L,PLANTA CRE | Proceso OK,501.162.148,Operario C,Tanque 5,2025-07-31T13:49:18
100184,0,2025-07-31,165956,250727,Return,R,455.117.354,L250708-02,AD-01,76.057,kg,PLANTA CRE | Devolución parcial,501.173.005,Supervisor,Tanque 5,2025-07-31T16:59:56
100185,0,2025-07-31,175020,250715,Issue,I,451.968.905,L250731-01,MP-01,54.0,ud,PLANTA CRE | Proceso OK,501.086.010,Supervisor,Tanque 3,2025-07-31T17:50:20
100178,1,2025-07-31,182500,250724,Issue,I,454.586.368,L250731-03,AD-01,405.024,kg,PLANTA CRE | Proceso OK,512.177.038,Operario C,Línea 1,2025-07-31T18:25:00
100186,0,2025-08-01,060621,250826,Issue,I,453.975.108,L250801-03,MP-02,325.546,kg,PLANTA CRE | Proceso OK,505.042.074,Supervisor,Línea 2,2025-08-01T06:06:21
100187,0,2025-08-01,075034,250819,Issue,I,452.256.150,L250801-03,MP-01,1423.791,L,PLANTA MAK | Proceso OK,505.106.001,Supervisor,Tanque 3,2025-08-01T07:50:34
100188,0,2025-08-01,080511,250815,Issue,I,454.729.803,L250801-02,MP-03,220.003,L,PLANTA CRE | Proceso OK,513.064.005,Operario C,Línea 1,2025-08-01T08:05:11
100189,0,2025-08-01,085954,250821,Issue,I,452.998.828,L250801-02,MP-03,240.343,kg,PLANTA CRE | Proceso OK,512.109.069,Supervisor,Línea 2,2025-08-01T08:59:54
100190,0,2025-08-01,122343,250823,Return,R,453.240.077,L250815-03,MP-02,44.885,kg,PLANTA MAK | Devolución parcial,505.075.038,Operario B,Línea 2,2025-08-01T12:23:43
100191,0,2025-08-01,173845,250813,Issue,I,451.945.461,L250801-01,MP-01,247.439,kg,PLANTA CRE | Proceso OK,505.100.032,Supervisor,Línea 2,2025-08-01T17:38:45
100192,0,2025-08-01,183714,250823,Issue,I,451.169.461,L250801-02,MP-01,567.077,L,PLANTA MAK | Proceso OK,505.075.038,Supervisor,Tanque 3,2025-08-01T18:37:14
100193,0,2025-08-01,183839,250833,Issue,I,454.837.241,L250801-02,MP-01,1030.375,kg,PLANTA CRE | Proceso OK,501.130.032,Operario A,Línea 1,2025-08-01T18:38:39
100194,0,2025-08-02,070006,250816,Issue,I,454.341.862,L250802-03,AD-01,676.518,kg,PLANTA CRE | Proceso OK,505.161.088,Operario C,Tanque 5,2025-08-02T07:00:06
100195,0,2025-08-02,105200,250811,Issue,I,451.064.849,L250802-03,MP-03,756.119,kg,PLANTA CRE | Proceso OK,501.135.074,Operario A,Tanque 5,2025-08-02T10:52:00
100196,0,2025-08-02,110535,250822,Issue,I,455.690.924,L250802-01,AD-01,88.0,ud,PLANTA CRE | Proceso OK,513.070.005,Operario C,Tanque 3,2025-08-02T11:05:35
100197,0,2025-08-02,111958,250813,Issue,I,451.945.461,L250802-01,MP-02,834.557,L,PLANTA CRE | Proceso OK,505.100.032,Supervisor,Línea 2,2025-08-02T11:19:58
100195,1,2025-08-02,121149,250811,Issue,I,451.064.849,L250802-01,AD-01,264.312,L,PLANTA CRE | Proceso OK,501.135.074,Operario A,Tanque 3,2025-08-02T12:11:49
100198,0,2025-08-02,123532,250818,Issue,I,455.171.502,L250802-01,AD-01,759.665,L,PLANTA CRE | Proceso OK,512.048.088,Operario B,Línea 2,2025-08-02T12:35:32
100199,0,2025-08-02,170726,250831,Issue,I,454.020.234,L250802-01,MP-01,326.115,kg,PLANTA MAK | Proceso OK,513.126.057,Operario A,Línea 1,2025-08-02T17:07:26
100200,0,2025-08-03,063516,250836,Issue,I,455.303.984,L250803-01,MP-01,337.118,kg,PLANTA CRE | Proceso OK,513.156.005,Supervisor,Línea 2,2025-08-03T06:35:16
100201,0,2025-08-03,102624,250835,Return,R,453.539.226,L250829-02,MP-03,5.022,ud,PLANTA MAK | Devolución parcial,501.161.127,Operario A,Línea 2,2025-08-03T10:26:24
100202,0,2025-08-03,104247,250821,Return,R,453.086.318,L250818-03,MP-01,74.237,kg,PLANTA CRE | Devolución parcial,512.109.069,Supervisor,Línea 1,2025-08-03T10:42:47
100203,0,2025-08-03,125643,250830,Issue,I,451.005.463,L250803-02,MP-03,802.362,L,PLANTA MAK | Proceso OK,512.037.054,Supervisor,Tanque 3,2025-08-03T12:56:43
100204,0,2025-08-03,170537,250822,Issue,I,451.184.229,L250803-01,AD-01,364.998,kg,PLANTA CRE | Proceso OK,513.070.005,Operario C,Tanque 5,2025-08-03T17:05:37
100205,0,2025-08-03,180423,250815,Issue,I,453.370.110,L250803-02,AD-01,287.473,kg,PLANTA CRE | Proceso OK,513.064.005,Operario C,Tanque 5,2025-08-03T18:04:23
100206,0,2025-08-04,071639,250833,Issue,I,451.471.455,L250804-01,AD-01,488.086,kg,PLANTA CRE | Proceso OK,501.130.032,Operario B,Tanque 5,2025-08-04T07:16:39
100207,0,2025-08-04,084517,250822,Issue,I,451.184.229,L250804-01,AD-01,544.316,kg,PLANTA CRE | Proceso OK,513.070.005,Supervisor,Línea 1,2025-08-04T08:45:17
100206,1,2025-08-04,104850,250833,Issue,I,451.510.764,L250804-01,MP-01,466.669,kg,PLANTA CRE | Proceso OK,501.130.032,Operario A,Línea 2,2025-08-04T10:48:50
100208,0,2025-08-04,122814,250811,Issue,I,452.587.550,L250804-02,MP-01,507.301,kg,PLANTA CRE | Proceso OK,501.135.074,Operario B,Línea 1,2025-08-04T12:28:14
100209,0,2025-08-04,141135,250817,Issue,I,453.026.495,L250804-02,MP-01,353.933,kg,PLANTA CRE | Proceso OK,505.115.057,Operario B,Línea 2,2025-08-04T14:11:35
100210,0,2025-08-04,164309,250820,Issue,I,454.672.094,L250804-02,MP-02,615.177,kg,PLANTA CRE | Proceso OK,505.014.069,Supervisor,Línea 2,2025-08-04T16:43:09
100211,0,2025-08-04,171328,250816,Issue,I,453.007.972,L250804-01,MP-02,549.072,L,PLANTA CRE | Proceso OK,505.161.088,Operario A,Tanque 5,2025-08-04T17:13:28
100210,1,2025-08-04,180815,250820,Issue,I,451.002.219,L250804-02,MP-03,309.988,kg,PLANTA CRE | Proceso OK,505.014.069,Supervisor,Tanque 3,2025-08-04T18:08:15
100212,0,2025-08-05,070200,250836,Issue,I,454.405.842,L250805-03,MP-03,762.163,kg,PLANTA CRE | Proceso OK,513.156.005,Operario A,Línea 2,2025-08-05T07:02:00
100213,0,2025-08-05,070848,250820,Issue,I,451.002.219,L250805-03,AD-01,725.831,L,PLANTA CRE | Proceso OK,505.014.069,Operario B,Línea 1,2025-08-05T07:08:48
100214,0,2025-08-05,113006,250817,Issue,I,453.026.495,L250805-02,AD-01,179.008,kg,PLANTA CRE | Proceso OK,505.115.057,Operario B,Tanque 5,2025-08-05T11:30:06
100215,0,2025-08-05,123525,250827,Issue,I,454.483.501,L250805-02,MP-03,445.369,L,PLANTA CRE | Proceso OK,512.052.009,Operario A,Línea 1,2025-08-05T12:35:25
100216,0,2025-08-05,124208,250822,Return,R,451.184.229,L250803-01,AD-01,76.396,kg,PLANTA CRE | Devolución parcial,513.070.005,Operario A,Línea 1,2025-08-05T12:42:08
100215,1,2025-08-05,181855,250827,Issue,I,454.483.501,L250805-03,MP-01,853.537,kg,PLANTA CRE | Proceso OK,512.052.009,Operario A,Línea 1,2025-08-05T18:18:55
100215,2,2025-08-05,183426,250827,Issue,I,453.084.485,L250805-03,MP-01,522.52,kg,PLANTA CRE | Proceso OK,512.052.009,Operario A,Tanque 3,2025-08-05T18:34:26
100217,0,2025-08-06,065455,250821,Issue,I,452.998.828,L250806-01,MP-01,1012.965,kg,PLANTA CRE | Proceso OK,512.109.069,Operario B,Línea 1,2025-08-06T06:54:55
100218,0,2025-08-06,095613,250835,Issue,I,454.809.587,L250806-03,AD-01,495.861,kg,PLANTA MAK | Proceso OK,501.161.127,Operario A,Tanque 3,2025-08-06T09:56:13
100219,0,2025-08-06,104204,250836,Issue,I,451.486.161,L250806-03,MP-01,328.932,kg,PLANTA CRE | Proceso OK,513.156.005,Supervisor,Línea 1,2025-08-06T10:42:04
100220,0,2025-08-06,104753,250828,Issue,I,455.698.711,L250806-02,MP-03,57.0,ud,PLANTA CRE | Proceso OK,513.106.038,Operario C,Línea 2,2025-08-06T10:47:53
100221,0,2025-08-06,124327,250823,Issue,I,452.140.799,L250806-02,AD-01,1431.555,L,PLANTA MAK | Proceso OK,505.075.038,Supervisor,Línea 1,2025-08-06T12:43:27
100222,0,2025-08-06,141738,250818,Issue,I,453.863.462,L250806-01,MP-02,1191.213,kg,PLANTA CRE | Proceso OK,512.048.088,Operario A,Tanque 3,2025-08-06T14:17:38
100223,0,2025-08-06,153609,250824,Issue,I,452.590.867,L250806-02,MP-03,360.918,kg,PLANTA CRE | Proceso OK,501.064.032,Operario A,Tanque 3,2025-08-06T15:36:09
100224,0,2025-08-06,173731,250811,Issue,I,451.940.578,L250806-03,AD-01,394.154,kg,PLANTA CRE | Proceso OK,501.135.074,Operario A,Línea 2,2025-08-06T17:37:31
100225,0,2025-08-07,064205,250831,Issue,I,452.752.023,L250807-02,MP-03,556.598,kg,PLANTA MAK | Proceso OK,513.126.057,Operario B,Línea 1,2025-08-07T06:42:05
100226,0,2025-08-07,080239,250823,Return,R,452.140.799,L250806-02,MP-03,396.65,L,PLANTA MAK | Devolución parcial,505.075.038,Operario C,Tanque 5,2025-08-07T08:02:39
100227,0,2025-08-07,083927,250830,Issue,I,451.500.341,L250807-01,MP-02,314.622,kg,PLANTA MAK | Proceso OK,512.037.054,Supervisor,Línea 1,2025-08-07T08:39:27
100228,0,2025-08-07,090603,250826,Issue,I,453.975.108,L250807-02,MP-03,37.0,ud,PLANTA CRE | Proceso OK,505.042.074,Operario C,Tanque 3,2025-08-07T09:06:03
100229,0,2025-08-07,112012,250817,Issue,I,451.303.426,L250807-03,MP-01,331.537,kg,PLANTA CRE | Proceso OK,505.115.057,Operario A,Línea 2,2025-08-07T11:20:12
100230,0,2025-08-07,133441,250813,Issue,I,451.945.461,L250807-01,MP-03,308.304,kg,PLANTA CRE | Proceso OK,505.100.032,Operario C,Tanque 5,2025-08-07T13:34:41
100225,1,2025-08-07,143158,250831,Issue,I,452.752.023,L250807-02,MP-03,326.65,kg,PLANTA MAK | Proceso OK,513.126.057,Operario B,Línea 1,2025-08-07T14:31:58
100231,0,2025-08-07,160413,250835,Issue,I,453.539.226,L250807-01,MP-01,632.069,kg,PLANTA MAK | Proceso OK,501.161.127,Operario B,Línea 1,2025-08-07T16:04:13
100232,0,2025-08-07,164532,250820,Return,R,454.080.136,L250827-02,MP-01,26.039,kg,PLANTA CRE | Devolución parcial,505.014.069,Supervisor,Tanque 3,2025-08-07T16:45:32
100233,0,2025-08-07,172106,250833,Issue,I,451.471.455,L250807-02,MP-02,298.49,kg,PLANTA CRE | Proceso OK,501.130.032,Supervisor,Línea 2,2025-08-07T17:21:06
100234,0,2025-08-07,173709,250836,Return,R,455.226.140,L250824-02,AD-01,41.915,kg,PLANTA CRE | Devolución parcial,513.156.005,Operario C,Tanque 3,2025-08-07T17:37:09
100235,0,2025-08-08,062428,250825,Issue,I,452.793.114,L250808-02,MP-03,574.586,kg,PLANTA MAK | Proceso OK,505.088.019,Operario A,Línea 1,2025-08-08T06:24:28
100236,0,2025-08-08,075527,250820,Issue,I,454.672.094,L250808-02,MP-01,928.393,kg,PLANTA CRE | Proceso OK,505.014.069,Operario A,Tanque 3,2025-08-08T07:55:27
100237,0,2025-08-08,081136,250836,Return,R,455.303.984,L250825-02,MP-02,153.155,kg,PLANTA CRE | Devolución parcial,513.156.005,Operario B,Tanque 5,2025-08-08T08:11:36
100238,0,2025-08-08,084346,250836,Issue,I,454.816.817,L250808-03,AD-01,170.384,kg,PLANTA CRE | Proceso OK,513.156.005,Operario C,Tanque 3,2025-08-08T08:43:46
100239,0,2025-08-08,085342,250829,Issue,I,455.290.306,L250808-03,AD-01,879.238,kg,PLANTA CRE | Proceso OK,512.150.009,Operario C,Tanque 3,2025-08-08T08:53:42
100240,0,2025-08-08,104123,250810,Issue,I,452.626.877,L250808-02,MP-03,624.292,kg,PLANTA MAK | Proceso OK,505.004.054,Operario C,Línea 1,2025-08-08T10:41:23
100241,0,2025-08-08,123808,250817,Issue,I,451.119.852,L250808-01,MP-03,634.282,kg,PLANTA CRE | Proceso OK,505.115.057,Operario B,Tanque 5,2025-08-08T12:38:08
100242,0,2025-08-08,131905,250827,Issue,I,451.316.804,L250808-02,AD-01,933.399,kg,PLANTA CRE | Proceso OK,512.052.009,Supervisor,Línea 2,2025-08-08T13:19:05
100243,0,2025-08-08,135808,250828,Issue,I,454.040.406,L250808-02,AD-01,517.235,kg,PLANTA CRE | Proceso OK,513.106.038,Operario A,Línea 1,2025-08-08T13:58:08
100244,0,2025-08-08,142626,250812,Issue,I,453.243.310,L250808-02,MP-02,846.852,L,PLANTA MAK | Proceso OK,501.036.089,Supervisor,Línea 1,2025-08-08T14:26:26
100245,0,2025-08-08,151251,250824,Return,R,454.364.958,L250827-02,AD-01,2.419,ud,PLANTA CRE | Devolución parcial,501.064.032,Operario A,Tanque 3,2025-08-08T15:12:51
100235,1,2025-08-08,170415,250825,Issue,I,452.793.114,L250808-01,AD-01,348.468,kg,PLANTA MAK | Proceso OK,505.088.019,Operario B,Tanque 3,2025-08-08T17:04:15
100246,0,2025-08-09,070844,250832,Issue,I,451.833.179,L250809-03,AD-01,553.369,L,PLANTA CRE | Proceso OK,501.066.148,Supervisor,Línea 2,2025-08-09T07:08:44
100247,0,2025-08-09,092919,250828,Issue,I,454.040.406,L250809-02,MP-03,327.304,kg,PLANTA CRE | Proceso OK,513.106.038,Supervisor,Tanque 3,2025-08-09T09:29:19
100248,0,2025-08-09,093338,250820,Issue,I,451.002.219,L250809-01,MP-03,478.3,kg,PLANTA CRE | Proceso OK,505.014.069,Operario A,Tanque 3,2025-08-09T09:33:38
100247,1,2025-08-09,095852,250828,Issue,I,451.177.283,L250809-03,MP-01,946.47,kg,PLANTA CRE | Proceso OK,513.106.038,Operario B,Tanque 5,2025-08-09T09:58:52
100249,0,2025-08-09,114645,250829,Issue,I,455.290.306,L250809-02,AD-01,268.515,L,PLANTA CRE | Proceso OK,512.150.009,Operario A,Línea 2,2025-08-09T11:46:45
100250,0,2025-08-09,122311,250827,Issue,I,453.084.485,L250809-03,AD-01,668.599,kg,PLANTA CRE | Proceso OK,512.052.009,Operario B,Tanque 3,2025-08-09T12:23:11
100251,0,2025-08-10,082520,250816,Issue,I,454.110.139,L250810-03,MP-02,692.147,kg,PLANTA CRE | Proceso OK,505.161.088,Supervisor,Tanque 3,2025-08-10T08:25:20
100252,0,2025-08-10,083820,250825,Issue,I,455.722.940,L250810-03,MP-01,589.048,kg,PLANTA MAK | Proceso OK,505.088.019,Supervisor,Línea 1,2025-08-10T08:38:20
100253,0,2025-08-10,094834,250833,Return,R,451.510.764,L250804-01,MP-02,103.063,kg,PLANTA CRE | Devolución parcial,501.130.032,Operario A,Tanque 3,2025-08-10T09:48:34
100251,1,2025-08-10,121752,250816,Issue,I,454.110.139,L250810-03,AD-01,342.002,kg,PLANTA CRE | Proceso OK,505.161.088,Operario B,Tanque 3,2025-08-10T12:17:52
100254,0,2025-08-10,160514,250829,Issue,I,451.494.066,L250810-01,MP-03,732.037,kg,PLANTA CRE | Proceso OK,512.150.009,Operario B,Tanque 3,2025-08-10T16:05:14
100255,0,2025-08-11,102916,250823,Issue,I,453.326.464,L250811-03,MP-03,510.25,kg,PLANTA MAK | Proceso OK,505.075.038,Operario B,Tanque 5,2025-08-11T10:29:16
100256,0,2025-08-11,111107,250832,Issue,I,453.476.052,L250811-02,MP-03,389.351,kg,PLANTA CRE | Proceso OK,501.066.148,Operario A,Tanque 3,2025-08-11T11:11:07
100257,0,2025-08-11,113839,250826,Issue,I,453.021.327,L250811-02,MP-02,675.069,kg,PLANTA CRE | Proceso OK,505.042.074,Operario A,Línea 1,2025-08-11T11:38:39
100258,0,2025-08-11,133506,250836,Issue,I,454.816.817,L250811-02,AD-01,378.843,L,PLANTA CRE | Proceso OK,513.156.005,Operario C,Tanque 3,2025-08-11T13:35:06
100259,0,2025-08-12,061613,250825,Issue,I,452.793.114,L250812-01,MP-01,77.0,ud,PLANTA MAK | Proceso OK,505.088.019,Operario C,Tanque 5,2025-08-12T06:16:13
100260,0,2025-08-12,064159,250832,Return,R,451.873.298,L250817-03,AD-01,95.628,kg,PLANTA CRE | Devolución parcial,501.066.148,Operario B,Línea 1,2025-08-12T06:41:59
